GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
1848,intron,0.041074,451,0.281684,0.164196,0.243383,0.310736,0.220411,1.000000,0.049426,0.094014,0.320892,0.091817
1849,intron,0.229884,842,0.274917,0.199924,0.201845,0.323314,0.286753,1.000000,0.058399,0.116689,0.284100,0.083976
1850,intron,7.512198,1394,0.281913,0.180831,0.258896,0.278361,0.317100,1.000000,0.040955,0.160699,0.293397,0.076362
1851,intron,0.025250,1515,0.298884,0.196999,0.192518,0.311598,0.226856,1.000000,0.033986,0.108610,0.389909,0.051342
1852,intron,0.885795,342,0.300275,0.202394,0.176000,0.321331,0.221933,1.000000,0.050670,0.119963,0.301189,0.096060
1853,intron,4.680406,775,0.283476,0.209997,0.228151,0.278375,0.345109,1.000000,0.040970,0.119509,0.308173,0.067083
1854,intron,0.683614,1588,0.352645,0.182713,0.186930,0.277712,0.212598,1.000000,0.042475,0.095846,0.367905,0.063549
1855,intron,1.710811,443,0.289033,0.241590,0.178320,0.291057,0.172601,1.000000,0.049097,0.132101,0.298852,0.074255
1856,intron,2.500099,474,0.307343,0.193740,0.232547,0.266371,0.312327,1.000000,0.059391,0.108614,0.276904,0.091929
1857,intron,0.260557,324,0.279895,0.201302,0.166553,0.352249,0.213378,1.000000,0.054502,0.117892,0.329010,0.073831
1858,intron,2.309271,409,0.245126,0.164508,0.208380,0.381987,0.300297,1.000000,0.047727,0.159864,0.304295,0.073389
1859,intron,0.546611,462,0.334553,0.177308,0.169610,0.318529,0.289176,1.000000,0.038835,0.150367,0.305912,0.065113
1860,intron,5.350107,638,0.279262,0.186661,0.197331,0.336746,0.291249,1.000000,0.045128,0.135117,0.306201,0.082009
1861,intron,1.560047,509,0.326150,0.138878,0.270767,0.264205,0.257951,1.000000,0.053887,0.116805,0.297308,0.058665
1862,intron,1.408431,610,0.295209,0.155270,0.230768,0.318752,0.303054,1.000000,0.062272,0.124085,0.295620,0.102822
1863,intron,0.800054,879,0.222241,0.184429,0.269102,0.324227,0.180945,1.000000,0.048738,0.121865,0.323904,0.074381
1864,intron,0.749392,360,0.255813,0.216544,0.212485,0.315158,0.255584,1.000000,0.060214,0.108386,0.335349,0.091315
1865,intron,4.599617,352,0.236068,0.200419,0.188245,0.375268,0.217189,1.000000,0.066849,0.121882,0.324333,0.071211
1866,intron,1.225695,1017,0.234391,0.201941,0.244769,0.318900,0.307171,1.000000,0.061347,0.148224,0.304978,0.064015
1867,intron,2.561488,1157,0.351874,0.167183,0.180325,0.300618,0.270762,1.000000,0.048021,0.133195,0.322082,0.049933
1868,intron,3.306083,422,0.281996,0.175850,0.269943,0.272211,0.285852,1.000000,0.032134,0.134718,0.316889,0.077542
1869,intron,1.625287,1367,0.255678,0.216398,0.188419,0.339505,0.259146,1.000000,0.042396,0.126779,0.318772,0.074651
1870,intron,5.599686,403,0.301138,0.170006,0.233755,0.295101,0.315932,1.000000,0.058760,0.148015,0.351479,0.065867
1871,intron,3.319543,2029,0.294973,0.211400,0.178561,0.315067,0.231098,1.000000,0.049571,0.131219,0.297414,0.096988
1872,intron,5.053466,766,0.297692,0.178077,0.185022,0.339210,0.281987,1.000000,0.036785,0.143701,0.296506,0.100692
1873,intron,2.052972,237,0.291937,0.188957,0.259183,0.259923,0.197607,1.000000,0.045272,0.109883,0.299252,0.070658
1874,intron,1.175040,346,0.282372,0.203522,0.218479,0.295627,0.266057,1.000000,0.047810,0.107740,0.296736,0.119903
1875,intron,5.298749,302,0.281669,0.141600,0.203480,0.373250,0.336789,1.000000,0.042620,0.110799,0.325999,0.051834
1876,intron,7.779887,1354,0.297573,0.252251,0.172692,0.277484,0.262207,1.000000,0.051146,0.145081,0.294820,0.079799
1877,intron,5.151257,1041,0.297108,0.201828,0.182612,0.318452,0.202445,1.000000,0.041940,0.142980,0.332807,0.076500
1878,intron,0.587972,845,0.275374,0.180768,0.214911,0.328947,0.310565,1.000000,0.057180,0.152663,0.274395,0.073462
1879,intron,5.807257,489,0.254740,0.202803,0.174142,0.368314,0.254184,1.000000,0.053219,0.129890,0.286478,0.053472
1880,intron,0.392051,647,0.289076,0.155141,0.250552,0.305231,0.277611,1.000000,0.056218,0.134649,0.315548,0.070368
1881,intron,5.219525,364,0.212741,0.246652,0.225008,0.315599,0.256790,1.000000,0.052357,0.154937,0.338398,0.064784
1882,intron,2.134505,415,0.246391,0.194267,0.209872,0.349470,0.190093,1.000000,0.040461,0.130000,0.298352,0.071167
1883,intron,2.860511,1469,0.306745,0.204736,0.160638,0.327881,0.273552,1.000000,0.038031,0.141024,0.295879,0.067587
1884,intron,1.955825,329,0.287275,0.196283,0.223753,0.292690,0.239737,1.000000,0.053265,0.143169,0.324526,0.071824
1885,intron,1.574712,851,0.210096,0.185568,0.244669,0.359666,0.267916,1.000000,0.054706,0.141586,0.290297,0.067805
1886,intron,0.988593,407,0.247609,0.182956,0.257326,0.312108,0.323906,1.000000,0.053847,0.151386,0.286731,0.087452
1887,intron,2.294872,500,0.328251,0.183738,0.197383,0.290628,0.322732,1.000000,0.052313,0.125872,0.311490,0.048130
1888,intron,0.966582,515,0.216181,0.255752,0.192285,0.335782,0.282287,1.000000,0.024767,0.142429,0.279524,0.095245
1889,intron,1.235842,581,0.298891,0.152809,0.221285,0.327014,0.283673,1.000000,0.061734,0.120941,0.305566,0.076252
1890,intron,0.797924,442,0.231208,0.223437,0.239150,0.306205,0.371986,1.000000,0.044911,0.084734,0.325099,0.085354
1891,intron,2.748053,851,0.245281,0.255336,0.177998,0.321385,0.284775,1.000000,0.038553,0.148696,0.312573,0.079891
1892,intron,11.534651,350,0.317095,0.161539,0.230521,0.290846,0.297688,1.000000,0.042866,0.115554,0.342796,0.081592
1893,intron,2.948009,450,0.257306,0.210442,0.243282,0.288970,0.291615,1.000000,0.039374,0.166414,0.278115,0.066934
1894,intron,8.824098,1754,0.286982,0.170782,0.232224,0.310012,0.263868,1.000000,0.068948,0.120738,0.285004,0.061967
1895,intron,5.598898,655,0.296425,0.227112,0.218041,0.258422,0.250854,1.000000,0.073360,0.118931,0.263301,0.090952
1896,intron,2.415249,1535,0.295490,0.146937,0.241118,0.316456,0.214590,1.000000,0.049760,0.150970,0.291814,0.055519
1897,intron,5.083389,734,0.256793,0.164000,0.242460,0.336746,0.199349,1.000000,0.059182,0.142597,0.276106,0.072732
1898,intron,5.151037,355,0.276012,0.146602,0.233005,0.344381,0.283042,1.000000,0.054623,0.093661,0.312405,0.074286
1899,intron,3.207986,524,0.255593,0.226960,0.188882,0.328565,0.178795,1.000000,0.035941,0.132300,0.288731,0.107328
1900,intron,3.939890,835,0.214970,0.221410,0.194674,0.368946,0.285975,1.000000,0.046247,0.092194,0.327592,0.080473
1901,intron,0.448289,259,0.231002,0.161080,0.241530,0.366387,0.251906,1.000000,0.043870,0.135488,0.332876,0.047095
1902,intron,1.739600,409,0.239607,0.198844,0.209939,0.351610,0.280584,1.000000,0.058592,0.118280,0.281169,0.080114
1903,intron,0.072627,966,0.281180,0.204643,0.184471,0.329705,0.314116,1.000000,0.036803,0.116453,0.316093,0.075817
1904,intron,4.336218,1111,0.250112,0.194145,0.216746,0.338997,0.246577,1.000000,0.036294,0.152197,0.287607,0.076632
1905,intron,6.755466,494,0.315189,0.122537,0.220039,0.342235,0.274451,1.000000,0.043007,0.096334,0.344227,0.081669
1906,intron,7.545332,742,0.265969,0.185476,0.254846,0.293709,0.255047,1.000000,0.071546,0.141976,0.319601,0.070842
1907,intron,0.629514,210,0.213178,0.224670,0.260860,0.301292,0.178036,1.000000,0.058923,0.084015,0.298621,0.080698
1908,intron,0.090982,1226,0.269742,0.236109,0.195074,0.299075,0.328637,1.000000,0.050506,0.142563,0.297737,0.062221
1909,intron,3.729470,631,0.283576,0.196772,0.215997,0.303655,0.341302,1.000000,0.054617,0.097519,0.285886,0.101430
1910,intron,6.111252,1079,0.357201,0.193653,0.180558,0.268589,0.320159,1.000000,0.044201,0.101160,0.299021,0.078148
1911,intron,0.832192,593,0.282391,0.197907,0.189153,0.330549,0.223257,1.000000,0.068493,0.099358,0.339512,0.072541
1912,intron,1.645389,794,0.258976,0.212612,0.199389,0.329024,0.214288,1.000000,0.035111,0.098782,0.296238,0.089030
1913,intron,6.031927,1002,0.263252,0.215176,0.211191,0.310381,0.375087,1.000000,0.072580,0.105525,0.281680,0.089046
1914,intron,11.473799,427,0.260953,0.187771,0.175424,0.375851,0.296393,1.000000,0.028994,0.144841,0.336335,0.086133
1915,intron,3.279858,1377,0.224910,0.225739,0.235035,0.314316,0.241914,1.000000,0.049197,0.107295,0.312478,0.082697
1916,intron,1.397115,537,0.247294,0.232044,0.203187,0.317475,0.355860,1.000000,0.049099,0.101889,0.321415,0.074386
1917,intron,0.569378,782,0.284550,0.166573,0.261759,0.287118,0.247068,1.000000,0.050328,0.139057,0.327372,0.083093
1918,intron,3.685133,851,0.285610,0.152614,0.221892,0.339885,0.237956,1.000000,0.060899,0.125960,0.285784,0.070785
1919,intron,5.501233,479,0.308011,0.139687,0.226991,0.325311,0.337416,1.000000,0.070935,0.125280,0.311358,0.074020
1920,intron,3.342798,423,0.268787,0.193661,0.254053,0.283499,0.304666,1.000000,0.081960,0.112183,0.319425,0.077095
1921,intron,0.743426,699,0.221298,0.144982,0.277170,0.356550,0.266292,1.000000,0.041323,0.151229,0.283547,0.073240
1922,intron,1.723654,742,0.300217,0.189811,0.153753,0.356219,0.278989,1.000000,0.074634,0.117435,0.300225,0.087529
1923,intron,0.966293,504,0.281904,0.174078,0.170544,0.373474,0.243889,1.000000,0.040575,0.119078,0.329074,0.086799
1924,intron,0.812764,1650,0.317393,0.180930,0.156050,0.345627,0.315964,1.000000,0.032097,0.163411,0.304077,0.052894
1925,intron,2.963227,1122,0.259499,0.184255,0.222949,0.333297,0.196428,1.000000,0.061799,0.118681,0.352352,0.051439
1926,intron,2.873501,806,0.314448,0.184665,0.167201,0.333686,0.342068,1.000000,0.046931,0.157962,0.303260,0.070871
1927,intron,0.462507,596,0.314360,0.167760,0.225941,0.291939,0.366491,1.000000,0.070593,0.104187,0.332932,0.073992
1928,intron,0.758145,994,0.271890,0.184666,0.209651,0.333793,0.236672,1.000000,0.066395,0.115903,0.341204,0.056090
1929,intron,10.013547,608,0.343443,0.151495,0.204575,0.300487,0.347068,1.000000,0.048071,0.163501,0.301001,0.065473
1930,intron,4.502313,906,0.246321,0.164421,0.220386,0.368871,0.399857,1.000000,0.039285,0.135813,0.319082,0.064302
1931,intron,1.690015,1366,0.249821,0.215318,0.234897,0.299964,0.232035,1.000000,0.070796,0.137904,0.322924,0.052974
1932,intron,0.441131,279,0.253507,0.157192,0.240050,0.349252,0.259336,1.000000,0.044775,0.103977,0.306803,0.106156
1933,intron,0.897842,995,0.297564,0.171301,0.211864,0.319271,0.228156,1.000000,0.067703,0.127053,0.302744,0.070693
1934,intron,1.604233,1511,0.278899,0.198517,0.197200,0.325384,0.345099,1.000000,0.034147,0.102443,0.325792,0.079553
1935,intron,0.030861,364,0.271868,0.224496,0.232252,0.271385,0.282910,1.000000,0.032468,0.141702,0.341271,0.059284
1936,intron,2.115308,1351,0.318350,0.163564,0.215883,0.302203,0.236932,1.000000,0.055575,0.171854,0.284401,0.068874
1937,intron,0.702856,512,0.283002,0.193257,0.164508,0.359234,0.292671,1.000000,0.060485,0.119283,0.250866,0.073857
1938,intron,0.399293,728,0.247761,0.205852,0.184617,0.361770,0.328256,1.000000,0.058779,0.120332,0.307899,0.074483
1939,intron,2.935035,289,0.303523,0.188164,0.202224,0.306089,0.302312,1.000000,0.037644,0.142031,0.271230,0.073888
1940,intron,0.016730,1280,0.242251,0.174263,0.258632,0.324854,0.323856,1.000000,0.058230,0.100211,0.337911,0.108866
1941,intron,13.538333,1052,0.272112,0.219357,0.186167,0.322364,0.257280,1.000000,0.070032,0.103412,0.306227,0.099383
1942,intron,0.074326,857,0.278664,0.159380,0.251393,0.310563,0.258065,1.000000,0.040140,0.142625,0.286117,0.061598
1943,intron,3.302622,994,0.289199,0.136788,0.204592,0.369421,0.333197,1.000000,0.057854,0.080629,0.328265,0.061103
1944,intron,2.698489,358,0.262381,0.187597,0.187393,0.362629,0.319428,1.000000,0.046311,0.153407,0.290392,0.066215
1945,intron,2.922455,472,0.259009,0.176274,0.247190,0.317527,0.326903,1.000000,0.054142,0.118293,0.303114,0.068773
1946,intron,1.899323,1277,0.286938,0.164100,0.222555,0.326407,0.267984,1.000000,0.044849,0.127893,0.317364,0.079156
1947,intron,5.962344,982,0.266139,0.224975,0.160764,0.348121,0.338395,1.000000,0.060880,0.125965,0.295735,0.041091
1948,intron,0.009152,702,0.235402,0.177080,0.267029,0.320490,0.210267,1.000000,0.040637,0.087310,0.324982,0.088960
1949,intron,2.103796,1090,0.287432,0.180423,0.184384,0.347761,0.299552,1.000000,0.042803,0.136238,0.336809,0.096574
1950,intron,8.084550,1142,0.315782,0.187449,0.210944,0.285826,0.296175,1.000000,0.043490,0.118862,0.344527,0.072091
1951,intron,6.926810,1012,0.270184,0.231740,0.234918,0.263158,0.280635,1.000000,0.048567,0.151317,0.303837,0.082136
1952,intron,2.981975,595,0.266209,0.193947,0.242327,0.297516,0.252781,1.000000,0.037888,0.111471,0.288455,0.084480
1953,intron,1.961763,867,0.291283,0.169659,0.194803,0.344255,0.223194,1.000000,0.039503,0.136705,0.344767,0.073599
1954,intron,1.085132,636,0.349452,0.182201,0.160202,0.308146,0.245395,1.000000,0.054544,0.115102,0.332198,0.064586
1955,intron,1.962471,494,0.271554,0.177061,0.257231,0.294154,0.337447,1.000000,0.065243,0.101846,0.278890,0.074717
1956,intron,3.208172,733,0.211573,0.263168,0.210154,0.315105,0.262575,1.000000,0.033796,0.104113,0.284972,0.112484
1957,intron,6.268730,601,0.303326,0.155073,0.224002,0.317599,0.261930,1.000000,0.047636,0.117119,0.293073,0.104313
1958,intron,1.465988,1274,0.281548,0.168984,0.211275,0.338192,0.322541,1.000000,0.037583,0.142872,0.315391,0.099023
1959,intron,4.429492,1148,0.263177,0.153141,0.292077,0.291606,0.285397,1.000000,0.060339,0.132775,0.312617,0.055437
1960,intron,1.206728,527,0.263993,0.208193,0.255773,0.272042,0.296710,1.000000,0.062334,0.115447,0.261369,0.070007
1961,intron,6.069676,583,0.291156,0.201182,0.240782,0.266880,0.317496,1.000000,0.046016,0.116160,0.350741,0.050293
1962,intron,18.748143,975,0.276451,0.195855,0.234429,0.293265,0.218099,1.000000,0.060483,0.124175,0.334632,0.081342
1963,intron,0.362861,1162,0.233207,0.167090,0.242300,0.357403,0.309158,1.000000,0.050386,0.132954,0.353960,0.077283
1964,intron,5.891425,1755,0.316295,0.141750,0.273514,0.268440,0.335246,1.000000,0.044787,0.101983,0.322894,0.108377
1965,intron,3.450852,455,0.284238,0.155780,0.271575,0.288408,0.326397,1.000000,0.046852,0.144865,0.302386,0.074060
1966,intron,1.746768,387,0.307747,0.169239,0.192151,0.330863,0.329762,1.000000,0.057681,0.128432,0.301073,0.097333
1967,intron,2.274004,874,0.287775,0.200882,0.173376,0.337967,0.190245,1.000000,0.041966,0.096574,0.356721,0.066382
1968,intron,2.766819,406,0.257240,0.154577,0.212371,0.375812,0.267217,1.000000,0.048872,0.114260,0.307096,0.084808
1969,intron,1.678264,488,0.275715,0.156737,0.289410,0.278137,0.288510,1.000000,0.040525,0.136230,0.275256,0.075026
1970,intron,1.878393,451,0.286572,0.193760,0.199333,0.320334,0.236911,1.000000,0.051231,0.126604,0.281795,0.088767
1971,intron,0.002038,861,0.271689,0.232218,0.189553,0.306541,0.223906,1.000000,0.066565,0.141337,0.276351,0.054811
1972,intron,5.235791,1284,0.314136,0.209949,0.242401,0.233514,0.308296,1.000000,0.059010,0.114306,0.335870,0.076702
1973,intron,3.211911,592,0.326715,0.191197,0.212847,0.269242,0.337173,1.000000,0.049942,0.137327,0.306922,0.093152
1974,intron,11.674000,625,0.232152,0.211201,0.253623,0.303023,0.316612,1.000000,0.041409,0.109886,0.311726,0.092226
1975,intron,2.726342,1102,0.287496,0.206076,0.231753,0.274675,0.290421,1.000000,0.036160,0.107757,0.353137,0.076634
1976,intron,0.799383,996,0.300070,0.218682,0.187480,0.293769,0.269025,1.000000,0.047920,0.100151,0.331932,0.064618
1977,intron,3.787777,1168,0.240634,0.226880,0.252724,0.279761,0.270739,1.000000,0.063840,0.128615,0.334199,0.080406
1978,intron,0.440807,994,0.273420,0.219498,0.204289,0.302792,0.251168,1.000000,0.032865,0.152544,0.321593,0.060197
1979,intron,1.694372,656,0.281441,0.186994,0.237105,0.294460,0.195419,1.000000,0.040529,0.131910,0.284366,0.071800
1980,intron,5.719817,950,0.212702,0.162410,0.241742,0.383147,0.284959,1.000000,0.056928,0.123109,0.316067,0.098359
1981,intron,1.413164,573,0.204535,0.156448,0.264282,0.374735,0.383879,1.000000,0.047883,0.151709,0.287588,0.066782
1982,intron,0.087145,716,0.282950,0.149598,0.197728,0.369724,0.272061,1.000000,0.056291,0.133081,0.296600,0.070424
1983,intron,0.572020,602,0.207344,0.252025,0.224738,0.315893,0.271333,1.000000,0.040373,0.134645,0.294294,0.067407
1984,intron,0.909101,367,0.303521,0.169947,0.218893,0.307640,0.260212,1.000000,0.058238,0.130132,0.309223,0.084362
1985,intron,0.637868,669,0.293886,0.146796,0.219629,0.339689,0.250795,1.000000,0.034571,0.116614,0.337939,0.061177
1986,intron,2.567270,542,0.268242,0.219134,0.214864,0.297760,0.181422,1.000000,0.063693,0.115952,0.297477,0.066057
1987,intron,0.120982,440,0.270290,0.162204,0.177698,0.389807,0.246198,1.000000,0.048988,0.093606,0.313798,0.082161
1988,intron,2.947845,1431,0.275558,0.225691,0.214448,0.284304,0.233790,1.000000,0.051530,0.121614,0.298229,0.063581
1989,intron,0.122956,1152,0.320848,0.195902,0.219411,0.263839,0.345149,1.000000,0.052156,0.112468,0.284441,0.075016
1990,intron,3.108244,1275,0.280260,0.183359,0.208564,0.327816,0.352856,1.000000,0.035401,0.119287,0.333586,0.052081
1991,intron,0.172558,740,0.320115,0.147124,0.204779,0.327982,0.319940,1.000000,0.037166,0.141149,0.310369,0.070427
1992,intron,0.214610,1240,0.351318,0.180070,0.206009,0.262603,0.250939,1.000000,0.048201,0.145174,0.321388,0.090362
1993,intron,4.220034,419,0.291872,0.204550,0.189743,0.313836,0.358765,1.000000,0.035827,0.142142,0.281739,0.077569
1994,intron,3.856928,363,0.249966,0.174494,0.182486,0.393054,0.280930,1.000000,0.057774,0.123194,0.301380,0.080536
1995,intron,6.931806,959,0.275248,0.247733,0.210113,0.266906,0.374037,1.000000,0.037962,0.142076,0.278352,0.103201
1996,intron,2.605230,418,0.265304,0.222174,0.201725,0.310797,0.292720,1.000000,0.041078,0.107668,0.365519,0.072192
1997,intron,2.322950,1735,0.232995,0.186968,0.257395,0.322642,0.329144,1.000000,0.036672,0.122113,0.296270,0.069997
1998,intron,1.287899,576,0.325319,0.159565,0.221884,0.293233,0.274374,1.000000,0.038706,0.116397,0.306431,0.091891
1999,intron,0.167341,431,0.275036,0.175707,0.285637,0.263619,0.315561,1.000000,0.049251,0.103410,0.326689,0.082432
2000,intron,4.643880,656,0.254849,0.169038,0.282782,0.293331,0.255795,1.000000,0.039721,0.122461,0.303806,0.066837
2001,uce,0.364147,504,0.273671,0.176965,0.202196,0.347168,0.303934,1.000000,0.046243,0.144553,0.308570,0.107951
2002,uce,1.489867,1312,0.348781,0.193963,0.215174,0.242082,0.362721,1.000000,0.042620,0.149356,0.318660,0.080086
2003,uce,1.261207,369,0.277153,0.206067,0.212350,0.304429,0.409402,1.000000,0.043797,0.135328,0.310641,0.095508
2004,uce,0.948902,1534,0.245589,0.275799,0.206256,0.272356,0.261396,1.000000,0.030092,0.151658,0.260445,0.114350
2005,uce,0.217435,864,0.276715,0.243769,0.216885,0.262630,0.372193,1.000000,0.047411,0.157484,0.305664,0.109427
2006,uce,0.902322,459,0.347923,0.194263,0.175188,0.282626,0.235076,1.000000,0.030273,0.183291,0.296602,0.083414
2007,uce,0.235120,1034,0.305404,0.206509,0.193893,0.294194,0.215182,1.000000,0.057431,0.123491,0.310303,0.102640
2008,uce,1.853532,387,0.351799,0.173287,0.229164,0.245750,0.242708,1.000000,0.024817,0.089769,0.374082,0.080835
2009,uce,0.434944,833,0.246171,0.206676,0.217536,0.329617,0.222589,1.000000,0.058699,0.169395,0.273610,0.079844
2010,uce,0.802029,747,0.290750,0.200311,0.238358,0.270581,0.370782,1.000000,0.049776,0.114180,0.335216,0.064943
2011,uce,1.438102,462,0.306097,0.183644,0.240156,0.270104,0.349642,1.000000,0.042198,0.135825,0.335369,0.103350
2012,uce,3.169349,303,0.300844,0.165243,0.214265,0.319648,0.213030,1.000000,0.055711,0.099777,0.345106,0.064956
2013,uce,1.789574,802,0.293338,0.175192,0.169447,0.362024,0.276212,1.000000,0.030805,0.101845,0.386384,0.073124
2014,uce,1.275752,558,0.306301,0.209999,0.164889,0.318811,0.382279,1.000000,0.059585,0.113726,0.309077,0.057706
2015,uce,0.273598,961,0.291920,0.215877,0.184200,0.308003,0.334199,1.000000,0.030785,0.134225,0.317767,0.066784
2016,uce,0.020713,1250,0.303164,0.234567,0.205182,0.257087,0.235892,1.000000,0.044378,0.128160,0.340156,0.069323
2017,uce,0.542569,807,0.331369,0.178961,0.191326,0.298344,0.269404,1.000000,0.053572,0.146548,0.272010,0.063409
2018,uce,0.821255,639,0.336575,0.238286,0.178737,0.246403,0.241150,1.000000,0.036153,0.161605,0.342557,0.060683
